,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt)
769,1999,,,,,,,,24000000000.0,0.086
770,1999,47.0N,103.0E,65.0,,,,,35000000000.0,0.12
771,1998,,,,,,,,27000000000.0,0.095
772,1998,82.3N,160.1E,,,,,,25000000000.0,0.089
773,1998,6.5N,156.4E,,,,,,656000000000.0,1.6
774,1998,,,,,,,,32000000000.0,0.11
775,1998,,,,,,,,128000000000.0,0.38
776,1998,34.6N,23.6E,,,,,,24000000000.0,0.086
777,1998,,,,,,,,41000000000.0,0.14
778,1998,,,,,,,,23000000000.0,0.082
779,1998,,,,,,,,63000000000.0,0.2
780,1998,,,,,,,,27000000000.0,0.095
781,1998,1.4N,26.6E,,,,,,140000000000.0,0.41
782,1998,,,,,,,,62000000000.0,0.2
783,1998,35.1S,33.4E,30.0,17.1,6.0,-10.6,12.0,74000000000.0,0.23
784,1997,23.1S,152.4E,,,,,,31000000000.0,0.11
785,1997,62.7N,49.9W,,,,,,270000000000.0,0.73
786,1997,57.3S,167.2E,,,,,,800000000000.0,1.9
787,1997,31.8N,106.0W,37.0,,,,,190000000000.0,0.53
788,1997,46.7N,108.9E,,,,,,62000000000.0,0.2
789,1997,38.1S,63.9E,,,,,,23000000000.0,0.082
790,1997,31.1S,56.4E,,,,,,190000000000.0,0.53
791,1997,,,,,,,,26000000000.0,0.092
792,1997,,,,,,,,22000000000.0,0.079
793,1997,,,,,,,,50000000000.0,0.16
794,1997,15.8S,175.8W,,,,,,27000000000.0,0.095
795,1997,,,,,,,,45000000000.0,0.15
796,1997,16.7N,87.5E,,,,,,325000000000.0,0.86
797,1997,16.3S,87.7W,,,,,,140000000000.0,0.41
798,1997,35.5N,115.6E,,,,,,150000000000.0,0.43
799,1997,,,,,,,,26000000000.0,0.092
800,1997,,,,,,,,24000000000.0,0.086
801,1997,15.0S,94.2E,,,,,,270000000000.0,0.73
802,1997,32.2N,29.0E,,,,,,480000000000.0,1.2
803,1997,25.7N,5.3W,,,,,,43000000000.0,0.14
804,1997,,,,,,,,350000000000.0,0.92
805,1996,34.1N,37.2W,,,,,,41000000000.0,0.14
806,1996,,,,,,,,250000000000.0,0.68
807,1996,,,,,,,,49000000000.0,0.16
808,1996,,,,,,,,62000000000.0,0.2
809,1996,,,,,,,,68000000000.0,0.22
810,1996,,,,,,,,61000000000.0,0.2
811,1996,2.1S,123.1W,,,,,,21000000000.0,0.076
812,1996,27.4N,79.4W,,,,,,43000000000.0,0.14
813,1996,47.3S,20.6E,,,,,,44000000000.0,0.15
814,1996,29.7N,34.7W,,,,,,130000000000.0,0.38
815,1996,,,,,,,,45000000000.0,0.15
816,1996,49.6S,145.9E,,,,,,250000000000.0,0.68
817,1996,,,,,,,,34000000000.0,0.12
818,1996,,,,,,,,84000000000.0,0.26
819,1996,,,,,,,,30000000000.0,0.1
820,1996,,,,,,,,150000000000.0,0.43
821,1996,,,,,,,,130000000000.0,0.38
822,1996,,,,,,,,220000000000.0,0.61
823,1996,,,,,,,,80000000000.0,0.25
824,1996,31.8N,111.4E,,,,,,50000000000.0,0.16
825,1996,20.7N,93.6W,,,,,,32000000000.0,0.11
826,1996,,,,,,,,21000000000.0,0.076
827,1996,,,,,,,,28000000000.0,0.098
828,1996,,,,,,,,35000000000.0,0.12
829,1996,,,,,,,,27000000000.0,0.095
830,1996,31.1S,84.3W,,,,,,120000000000.0,0.36
831,1996,21.5N,158.1W,,,,,,128000000000.0,0.38
832,1996,,,,,,,,44000000000.0,0.15
833,1996,,,,,,,,230000000000.0,0.63
834,1996,,,,,,,,55000000000.0,0.18
835,1996,76.0N,127.0W,,,,,,50000000000.0,0.16
836,1996,,,,,,,,120000000000.0,0.36
837,1996,59.8S,175.8E,,,,,,260000000000.0,0.71
838,1995,,,,,,,,22000000000.0,0.079
839,1995,70.2S,73.3W,,,,,,450000000000.0,1.1
840,1995,2.9S,79.0W,,,,,,120000000000.0,0.36
841,1995,,,,,,,,29000000000.0,0.1
842,1995,,,,,,,,21000000000.0,0.076
843,1995,,,,,,,,35000000000.0,0.12
844,1995,,,,,,,,500000000000.0,1.3
845,1995,,,,,,,,120000000000.0,0.36
846,1995,,,,,,,,160000000000.0,0.46
847,1995,,,,,,,,55000000000.0,0.18
848,1995,11.6N,104.3W,,,,,,200000000000.0,0.56
849,1995,28.5S,93.3E,,,,,,130000000000.0,0.38
850,1995,0.9S,66.3E,,,,,,25000000000.0,0.089
851,1995,40.2N,76.1W,,,,,,140000000000.0,0.41
852,1995,,,,,,,,25000000000.0,0.089
853,1995,,,,,,,,25000000000.0,0.089
854,1995,16.7N,141.7W,,,,,,60000000000.0,0.19
855,1995,51.5N,115.4E,,,,,,70000000000.0,0.22
856,1995,,,,,,,,25000000000.0,0.089
857,1995,,,,,,,,30000000000.0,0.1
858,1994,,,,,,,,50000000000.0,0.16
859,1994,42.2S,27.6E,,,,,,50000000000.0,0.16
860,1994,6.5N,89.0E,,,,,,2350000000000.0,5.0
861,1994,1.5S,84.5W,,,,,,1000000000000.0,2.3
862,1994,,,,,,,,320000000000.0,0.85
863,1994,45.2S,1.9W,,,,,,87000000000.0,0.27
864,1994,,,,,,,,66000000000.0,0.21
865,1994,,,,,,,,67000000000.0,0.21
866,1994,,,,,,,,164000000000.0,0.47
867,1994,45.0N,73.5W,,,,,,41000000000.0,0.14
868,1994,,,,,,,,509000000000.0,1.3
869,1994,52.8N,2.3E,,,,,,384000000000.0,1.0
870,1994,2.7N,164.1E,,,,,,18200000000000.0,30.0
871,1993,26.5N,78.3E,,,,,,26000000000.0,0.092
872,1993,51.3N,100.9W,,,,,,40000000000.0,0.13
873,1991,78.7N,6.3E,,,,,,550000000000.0,1.4
874,1990,7.5N,142.8E,,,,,,2500000000000.0,5.2
875,1988,4.1S,124.3E,,,,,,7580000000000.0,14.0
